x,z,taille
# Ensemble de particules : N = 160 | d = 3.3e-10 | E_0 = 1.19e-21 | taille = 3.99e-10 | masse = 6.63e-26
2.02994e-08,-1.87141e-08,3.99e-10
1.24708e-08,-6.96784e-08,3.99e-10
-1.249e-08,-3.49345e-08,3.99e-10
3.063e-09,-7.55703e-08,3.99e-10
-7.52623e-09,-1.82684e-08,3.99e-10
1.01042e-08,-1.5042e-08,3.99e-10
-2.01616e-08,-4.63517e-08,3.99e-10
-1.41163e-08,-2.15676e-08,3.99e-10
2.31416e-08,-2.0436e-08,3.99e-10
-3.42172e-08,-3.16338e-08,3.99e-10
2.60446e-08,-3.44766e-08,3.99e-10
3.07768e-08,-5.70503e-08,3.99e-10
3.07417e-09,-1.4407e-08,3.99e-10
1.29241e-08,-7.47235e-08,3.99e-10
1.30835e-08,-3.52792e-08,3.99e-10
2.52255e-08,-1.373e-08,3.99e-10
-3.45113e-08,-5.51308e-08,3.99e-10
-2.05065e-08,-3.69239e-08,3.99e-10
1.90456e-08,-2.04099e-08,3.99e-10
5.66418e-09,-3.59888e-08,3.99e-10
3.4701e-08,-3.00881e-08,3.99e-10
2.65025e-08,-3.47318e-08,3.99e-10
1.30054e-08,-4.28868e-08,3.99e-10
1.33511e-08,-7.46996e-08,3.99e-10
2.02448e-08,-5.75228e-08,3.99e-10
-2.78581e-08,-6.15758e-08,3.99e-10
-8.9649e-09,-4.96954e-08,3.99e-10
-2.00098e-08,-1.22189e-08,3.99e-10
4.40153e-09,-3.67343e-08,3.99e-10
-1.66983e-08,-5.3381e-08,3.99e-10
-1.18866e-08,-5.9847e-08,3.99e-10
1.25232e-08,-2.94649e-08,3.99e-10
-1.79971e-08,-3.94665e-08,3.99e-10
3.89479e-09,-6.41795e-08,3.99e-10
7.06213e-09,-7.82943e-08,3.99e-10
3.25903e-08,-4.63847e-08,3.99e-10
-3.11607e-08,-1.2062e-08,3.99e-10
2.28072e-08,-7.69728e-08,3.99e-10
-2.57712e-08,-7.662e-08,3.99e-10
3.04165e-08,-5.99898e-08,3.99e-10
6.04282e-09,-1.57994e-08,3.99e-10
-1.49168e-08,-6.15621e-08,3.99e-10
-5.74573e-09,-4.10713e-08,3.99e-10
-2.16025e-08,-6.75764e-08,3.99e-10
2.81346e-08,-5.31699e-08,3.99e-10
-8.73428e-09,-5.95039e-08,3.99e-10
3.43248e-08,-4.0635e-08,3.99e-10
-2.83998e-08,-4.24288e-08,3.99e-10
-2.89132e-08,-5.98866e-08,3.99e-10
2.10075e-08,-2.08104e-08,3.99e-10
-1.34067e-09,-6.59711e-08,3.99e-10
-4.8431e-09,-1.34934e-08,3.99e-10
-1.71848e-08,-6.6052e-08,3.99e-10
2.87342e-08,-2.36777e-08,3.99e-10
2.16127e-08,-6.66283e-08,3.99e-10
2.50505e-08,-9.17098e-09,3.99e-10
8.82286e-09,-4.56795e-08,3.99e-10
-7.62713e-09,-1.66715e-08,3.99e-10
-1.95044e-08,-2.42739e-08,3.99e-10
-2.47561e-08,-6.66539e-08,3.99e-10
-3.14133e-10,-6.54917e-08,3.99e-10
-3.94913e-08,-5.97672e-08,3.99e-10
-3.37741e-08,-5.12616e-08,3.99e-10
-1.78618e-08,-5.2544e-08,3.99e-10
2.17469e-08,-4.69384e-08,3.99e-10
-3.62829e-08,-7.45624e-08,3.99e-10
3.20558e-08,-7.40551e-08,3.99e-10
-3.04692e-09,-7.91626e-08,3.99e-10
-1.58987e-08,-1.74863e-08,3.99e-10
3.44553e-08,-6.01845e-08,3.99e-10
8.5632e-09,-3.47376e-08,3.99e-10
7.00505e-10,-6.29342e-08,3.99e-10
9.41178e-09,-7.66558e-08,3.99e-10
2.38452e-08,-6.13391e-08,3.99e-10
-2.43426e-08,-2.2044e-08,3.99e-10
5.47323e-09,-1.41324e-08,3.99e-10
-2.46946e-08,-4.60726e-08,3.99e-10
-2.04419e-08,-2.38333e-08,3.99e-10
-1.67952e-08,-2.08773e-08,3.99e-10
2.38845e-09,-5.03525e-08,3.99e-10
-5.59774e-09,-4.46204e-08,3.99e-10
-1.13505e-09,-7.0926e-08,3.99e-10
-1.40368e-09,-3.18502e-08,3.99e-10
2.07831e-08,-7.74422e-08,3.99e-10
2.23197e-08,-7.24887e-08,3.99e-10
-1.81666e-08,-4.05352e-08,3.99e-10
2.35635e-09,-1.17079e-08,3.99e-10
-5.7139e-09,-7.80069e-08,3.99e-10
1.1269e-08,-5.13049e-08,3.99e-10
2.3533e-08,-6.7478e-08,3.99e-10
2.12585e-08,-5.12484e-08,3.99e-10
-3.03296e-08,-1.0124e-08,3.99e-10
2.40946e-08,-2.80559e-08,3.99e-10
3.25501e-08,-4.77747e-08,3.99e-10
9.88205e-09,-2.28654e-08,3.99e-10
-3.17795e-08,-1.88978e-08,3.99e-10
-3.52578e-08,-5.92242e-08,3.99e-10
1.68467e-08,-6.26354e-08,3.99e-10
2.03648e-08,-1.17296e-08,3.99e-10
-3.73954e-08,-5.28131e-08,3.99e-10
-3.45911e-08,-2.49467e-08,3.99e-10
3.21217e-08,-1.12937e-08,3.99e-10
-1.13047e-08,-5.06488e-08,3.99e-10
-1.81759e-08,-1.28598e-08,3.99e-10
2.57927e-08,-1.84786e-08,3.99e-10
-2.97838e-08,-3.79961e-08,3.99e-10
-3.62641e-09,-6.03996e-08,3.99e-10
2.23967e-09,-2.66322e-08,3.99e-10
-1.0964e-08,-7.51885e-08,3.99e-10
2.40917e-08,-6.17892e-08,3.99e-10
1.16675e-08,-2.65038e-08,3.99e-10
-2.92194e-08,-7.60601e-08,3.99e-10
-5.3701e-09,-1.12202e-08,3.99e-10
-3.71533e-08,-6.58345e-08,3.99e-10
9.91192e-09,-1.24946e-08,3.99e-10
-2.10144e-08,-4.34307e-08,3.99e-10
